Title;URL;Engine;Info;Dimensions;Year Built;Location;Price;Model;Length;Beam;Age
Bavaria 46 Cruiser;https://www.boat24.com/en/sailingboats/bavaria/bavaria-46-cruiser/detail/547773/;;;14.27 x 4.35 m;2023;Slovenia » onbekend;333000;Bavaria;14.27;4.35;0
Hanse 458;https://www.boat24.com/en/sailingboats/hanse/hanse-458/detail/531650/;1 x 57 HP / 42 kW;;14.04 x 4.38 m;2021;Germany » Breege;333000;Hanse;14.04;4.38;2
Hanse 458;https://www.yachtall.com/en/boat/hanse-458-s202862; Yanmar, 57 hp (42 kW), diesel; Hanse, used boat, GRP/polyester; 14.04 m x 4.38 m;2021;Germany, Breege;333000;Hanse;14.04;4.38;2
Catana 47;https://www.yachtall.com/en/boat/catana-47-s97111; Volvo Penta, 2 x 55 hp (40 kW), diesel; Custom built/Eigenbau, used boat, wooden boat; 14.03 m x 7.64 m;2012;France, Raiatea;333000;Custom built/Eigenbau;14.03;7.64;11
Vismara Marine V50;https://www.boat24.com/en/sailingboats/vismara-marine-v50/detail/443813/;;;16.50 x 4.50 m;2011;Italy » Tuscany;330000;Vismara;16.5;4.5;12
Grand Soleil 54;https://www.yachtall.com/en/boat/grand-soleil-54-s66563; Yanmar 4JH4E, 100 hp (74 kW), diesel; Cantiere del Pardo, used boat, GRP/polyester; 16.35 m x 4.65 m;2007;Spain, Mallorca;330000;Cantiere del Pardo;16.35;4.65;16
Dufour 520 Grand Large;https://www.yachtall.com/en/boat/dufour-520-grand-large-s95682; Volvo Penta D2-75, 75 hp (55 kW), diesel; Classic, used boat, wooden boat; 15.20 m x 4.80 m;2018;Martinique, Port de Plaisance Du Marin, Le;330000;Classic;15.2;4.8;5
Koopmans 39;https://www.yachtall.com/en/boat/koopmans-39-s217022; Volvo Penta, 50 hp (37 kW), diesel; Koopmans, used boat, aluminium boat; 12.27 m x 3.41 m;2015;Portugal, Contact De Valk Portugal;330000;Koopmans;12.27;3.41;8
Vismara 50;https://www.yachtall.com/en/boat/vismara-50-s210585; Steyr, 85 hp (63 kW), diesel; Hanse, used boat, GRP/polyester; 15.30 m x 4.50 m;2012;Italy, Toscana;330000;Hanse;15.3;4.5;11
Jeanneau Sun Odyssey 440 - sofort Verfügbar;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-440-sofort-verfuegbar-s211721; Yanmar 4JH57CR, 57 hp (42 kW), diesel; Custom built/Eigenbau, used boat; 13 m x 4.29 m;2020;Germany, Neustadt / Ancora Marina;329900;Custom built/Eigenbau;13;4.29;3
Bavaria '38 C38;https://www.yachtall.com/en/boat/bavaria-38-c38-s217586; Yanmar Einbau, 39 hp (29 kW), diesel; Bavaria, used boat, GRP/polyester; 11.90 m x 3.98 m;2021;Germany, Laboe;329900;Bavaria;11.9;3.98;2
Tayana 58;https://www.yachtall.com/en/boat/tayana-58-s204099; Yanmar, 200 hp (147 kW), diesel; Tayana Yachts, used boat; 17.68 m x 4.90 m;2008;Turkey, Göcek;329500;Tayana Yachts;17.68;4.9;15
Hanse 505;https://www.boat24.com/en/sailingboats/hanse/hanse-505/detail/548080/;1 x 72 HP / 53 kW;;15.40 x 4.75 m;2017;Spain » Valencia;329000;Hanse;15.4;4.75;6
Hanse 505;https://www.boat24.com/en/sailingboats/hanse/hanse-505/detail/545019/;1 x 75 HP / 55 kW;;15.30 x 4.75 m;2016;Spain » Costa de Valencia » Valencia;329000;Hanse;15.3;4.75;7
Beeldsnijder 50 Schoener;https://www.yachtall.com/en/boat/beeldsnijder-50-schoener-s152178; Cummins, 115 hp (85 kW), diesel; Beeldsnijder, used boat, steel boat; 14.85 m x 4.50 m;1996;Netherlands, Kerkdriel;329000;Beeldsnijder;14.85;4.5;27
Nauticat 44;https://www.yachtall.com/en/boat/nauticat-44-s210252; Yanmar 4LHA-HTP, 160 hp (118 kW), diesel; Nauticat / Siltala Yachts, used boat, GRP/polyester; 13.65 m x 3.70 m;2008;Germany, Lübecker Bucht;329000;Nauticat / Siltala Yachts;13.65;3.7;15
Hanse 505;https://www.yachtall.com/en/boat/hanse-505-s213518; Volvo Penta D2-75, 72 hp (53 kW), diesel; Jeanneau, used boat; 15.40 m x 4.75 m;2017;Spain, Valencia;329000;Jeanneau;15.4;4.75;6
Hanse 505;https://www.yachtall.com/en/boat/hanse-505-s211688; Volvo Penta D2, 75 hp (55 kW), diesel; Mystic, used boat, GRP/polyester; 15.30 m x 4.75 m;2016;Spain, Valencia;329000;Mystic;15.3;4.75;7
Bénéteau Sense 55;https://www.yachtall.com/en/boat/beneteau-sense-55-s174356; Yanmar, 75 hp (55 kW); Brauer Shipyard, old-timer; 17.20 m x 4.97 m;2014;Turkey, Marmaris;329000;Brauer Shipyard;17.2;4.97;9
Hanse 455;https://www.boat24.com/en/sailingboats/hanse/hanse-455/detail/529309/;1 x 80 HP / 59 kW;;14.04 x 4.38 m;2017;France » Bretagne » La-Trinité-sur-Mer;325000;Hanse;14.04;4.38;6
Bénéteau Sense 50;https://www.boat24.com/en/sailingboats/beneteau/beneteau-sense-50/detail/536887/;1 x 75 HP / 55 kW;;14.98 x 4.86 m;2014;Spain » Costa Blanca » Torrevieja;325000;Bénéteau;14.98;4.86;9
Dufour 470;https://www.yachtall.com/en/boat/dufour-470-s173698; 60 hp (44 kW), diesel; Dufour, used boat; 14.85 m x 4.74 m;2022;Great Britain, Ardrossan;325000;Dufour;14.85;4.74;1
Gulet Caicco ECO 464;https://www.yachtall.com/en/boat/gulet-caicco-eco-464-s37390; Iveco, 340 hp (250 kW), diesel; Bavaria, used boat, GRP/polyester; 21 m x 5.60 m;2005;Turkey;325000;Bavaria;21;5.6;18
Bénéteau 57;https://www.yachtall.com/en/boat/beneteau-57-s183526; Yanmar, 160 hp (118 kW), diesel; Bénéteau, used boat; 17.60 m x 4.98 m;2003;Turkey, Kas;325000;Bénéteau;17.6;4.98;20
Dübbel & Jesse Nordsee 47 Swing;https://www.yachtall.com/en/boat/duebbel-jesse-nordsee-47-swing-s215851; Volvo Penta, 2 x 50 hp (37 kW), diesel; Dübbel & Jesse, used boat, aluminium boat; 14.50 m x 4.50 m;1998;Germany, Contact De Valk Hindeloopen;325000;Dübbel & Jesse;14.5;4.5;25
Eagle 44;https://www.yachtall.com/en/boat/eagle-44-s191770; Volvo Penta Saildrive, 20 hp (15 kW), diesel; Leonardo Yachts, used boat, GRP/polyester; 13.33 m x 2.76 m;2020;Spain, South;325000;Leonardo Yachts;13.33;2.76;3
Nautor's Swan 48;https://www.yachtall.com/en/boat/nautors-swan-48-s202923; Volvo Penta MD-22, 57 hp (42 kW), diesel; Bénéteau, used boat; 15.09 m x 4.32 m;1999;Australia, Sidney;325000;Bénéteau;15.09;4.32;24
Salona S 44;https://www.yachtall.com/en/boat/salona-s-44-s81683; Yanmar 4JH80CR, 80 hp (59 kW), diesel; Salona / AD boats, used boat, GRP/polyester; 13.50 m x 4.19 m;2018;France;325000;Salona / AD boats;13.5;4.19;5
Jeanneau Sun Odyssey 490;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-490-s214558; 80 hp (59 kW), diesel; J & G Forbes & Co Boat Builders, used boat, aluminium boat; 14.80 m x 4.49 m;2019;Croatia, Vodice;322000;J & G Forbes & Co Boat Builders;14.8;4.49;4
Normandy Yacht Service Cordova 40;https://www.boat24.com/en/sailingboats/normandy-yacht-service/normandy-yacht-service-cordova-40/detail/547388/;1 x 54 HP / 40 kW;;11.98 x 4.15 m;2014;France » Côte d'Azur » La Londe les Maures;320000;Normandy;11.98;4.15;9
Bénéteau Oceanis 40.1;https://www.boat24.com/en/sailingboats/beneteau/beneteau-oceanis-401/detail/542188/;1 x 45 HP / 33 kW;;12.90 x 4.18 m;2022;France » Languedoc;320000;Bénéteau;12.9;4.18;1
Dick Zaal 37 Lapwing;https://www.boat24.com/en/sailingboats/dick-zaal/dick-zaal-37-lapwing/detail/515148/;1 x 40 HP / 29 kW;;11.15 x 3.68 m;2011;Netherlands » Contact De Valk Hindeloopen;320000;Dick;11.15;3.68;12
Elan 50 Impression;https://www.boat24.com/en/sailingboats/elan/elan-50-impression/detail/494825/;1 x 75 HP / 55 kW;;14.85 x 4.68 m;2015;Croatia » Split;320000;Elan;14.85;4.68;8
Dufour 520 Grand Large;https://www.boat24.com/en/sailingboats/dufour/dufour-520-grand-large/detail/488099/;1 x 75 HP / 55 kW;;15.10 x 4.80 m;2018;Italy » Contact De Valk Palma;320000;Dufour;15.1;4.8;5
Dick Zaal 37 Lapwing;https://www.yachtall.com/en/boat/dick-zaal-37-lapwing-s188864; Volvo Penta, 40 hp (29 kW), diesel; Dick Zaal, used boat, aluminium boat; 11.15 m x 3.68 m;2011;Netherlands, Contact De Valk Hindeloopen;320000;Dick Zaal;11.15;3.68;12
Dufour 520 Grand Large;https://www.yachtall.com/en/boat/dufour-520-grand-large-s78639; Volvo Penta, 75 hp (55 kW), diesel; Dufour, used boat, GRP/polyester; 15.10 m x 4.80 m;2018;Italy, Contact De Valk Palma;320000;Dufour;15.1;4.8;5
Normandy Yacht Service Cordova 40;https://www.yachtall.com/en/boat/normandy-yacht-service-cordova-40-s212306; Yanmar, 54 hp (40 kW), diesel; Normandy Yacht Service, used boat, aluminium boat; 11.98 m x 4.15 m;2014;France;320000;Normandy Yacht Service;11.98;4.15;9
Bénéteau 57;https://www.yachtall.com/en/boat/beneteau-57-s195705; Yanmar, 160 hp (118 kW), diesel; Bénéteau, used boat; 17.20 m x 4.98 m;2007;Turkey, Cruising Southern Turkey;320000;Bénéteau;17.2;4.98;16
Bénéteau 57;https://www.yachtall.com/en/boat/beneteau-57-s205007; Yanmar, 160 hp (118 kW), diesel; Bénéteau, used boat; 17.60 m x 4.98 m;2004;Turkey, Finike;320000;Bénéteau;17.6;4.98;19
Bénéteau Océanis 40.1;https://www.yachtall.com/en/boat/beneteau-oceanis-40.1-s209947; Yanmar 4JH45 CR LA, 45 hp (33 kW), diesel; Bénéteau, used boat; 12.90 m x 4.18 m;2022;France, Languedoc;320000;Bénéteau;12.9;4.18;1
Maxi 1300;https://www.yachtall.com/en/boat/maxi-1300-s217043; Volvo Penta D2 - 40, 39.4 hp (29 kW); Maxi Yachts, used boat, GRP/polyester; 12.70 m x 3.80 m;2013;Netherlands, Schepenkring Lelystad, Verkoopsteiger.;320000;Maxi Yachts;12.7;3.8;10
Panoramic 40;https://www.yachtall.com/en/boat/panoramic-40-s217691; Yanmar, 75 hp (55 kW), diesel; Goleta Hecha a Mano, un Barco Unico!, used boat; 11.99 m x 3.99 m;2012;Spain, Mallorca;320000;Goleta Hecha a Mano;11.99;3.99;11
Elan 50 Impression;https://www.yachtall.com/en/boat/elan-50-impression-s172391; Volvo Penta, 75 hp (55 kW), diesel; Elan, used boat; 14.85 m x 4.68 m;2015;Croatia, Split;320000;Elan;14.85;4.68;8
Cantiere del Pardo Grand Soleil 43 New;https://www.yachtall.com/en/boat/cantiere-del-pardo-grand-soleil-43-new-s178820; Volvo Penta, 40 hp (29 kW), diesel; Dufour, used boat, GRP/polyester; 12.90 m x 4 m;2017;Italy, Mar Tirreno;315000;Dufour;12.9;4;6
Marchi 168;https://www.yachtall.com/en/boat/marchi-168-s210265; VW Marine, 120 hp (88 kW); Scorpio, used boat; 17.60 m x 5.07 m;2004;Italy, Sardegna;315000;Scorpio;17.6;5.07;19
Landmark 43;https://www.boat24.com/en/sailingboats/landmark-43/detail/547002/;;;13.10 x 3.83 m;2011;Italy » In verkoophaven;310000;Landmark;13.1;3.83;12
Kufner 54;https://www.yachtall.com/en/boat/kufner-54-s209803; Yanmar 4JH4-HTE, 110 hp (81 kW), diesel; D & D Yachts, used boat, GRP/polyester; 16.36 m x 4.96 m;2018;Croatia;310000;D & D Yachts;16.36;4.96;5
Jeanneau Sun Odyssey 410;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-410-s210209; Yanmar 4JH45CR, 45 hp (33 kW), diesel; Hallberg-Rassy, used boat; 12.95 m x 3.99 m;2021;France, La Grande Motte;310000;Hallberg-Rassy;12.95;3.99;2
Kufner 54;https://www.yachtall.com/en/boat/kufner-54-s212154; Yanmar, 110 hp (81 kW), diesel; J & G Forbes & Co Boat Builders, used boat; 16.75 m x 4.87 m;2019;Croatia;310000;J & G Forbes & Co Boat Builders;16.75;4.87;4
Landmark 43;https://www.yachtall.com/en/boat/landmark-43-s207684; 40 hp (29 kW), diesel; Noordkaper, used boat, GRP/polyester; 13.10 m x 3.83 m;2008;Brazil;310000;Noordkaper;13.1;3.83;15
Dufour 430 Grand Large;https://www.yachtall.com/en/boat/dufour-430-grand-large-s216112; Volvo Penta D2-60, 60 hp (44 kW), diesel; Azzura Marine, used boat, Kevlar/Carbon; 13.24 m x 4.30 m;2021;France, St;309500;Azzura Marine;13.24;4.3;2
Bavaria C 42;https://www.boat24.com/en/sailingboats/bavaria/bavaria-c-42/detail/532738/;1 x 57 HP / 42 kW;;12.40 x 4.30 m;2023;Germany » Breege;309400;Bavaria;12.4;4.3;0
Bavaria C 42;https://www.yachtall.com/en/boat/bavaria-c-42-s203895; Yanmar, 57 hp (42 kW), diesel; Bavaria, used boat, GRP/polyester; 12.40 m x 4.30 m;2023;Germany, Breege;309400;Bavaria;12.4;4.3;0
Dehler 42;https://www.boat24.com/en/sailingboats/dehler/dehler-42/detail/531841/;1 x 40 HP / 29 kW;;12.84 x 3.91 m;2019;Spain » Islas Canarias » Teneriffa;309000;Dehler;12.84;3.91;4
Jeanneau Sun Odyssey 490;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-490-s216755; Yanmar 4JH80, 80 hp (59 kW), diesel; Bénéteau, used boat; 14.85 m x 4.49 m;2019;Italy, Sardinia;309000;Bénéteau;14.85;4.49;4
Hanse 505;https://www.boat24.com/en/sailingboats/hanse/hanse-505/detail/549048/;;;15.40 x 4.75 m;2017;Croatia » onbekend;305000;Hanse;15.4;4.75;6
Hanse 505;https://www.boat24.com/en/sailingboats/hanse/hanse-505/detail/548776/;1 x 72 HP / 53 kW;;15.40 x 4.75 m;2017;Croatia » Split;305000;Hanse;15.4;4.75;6
Bavaria 46 Cruiser;https://www.boat24.com/en/sailingboats/bavaria/bavaria-46-cruiser/detail/479570/;;;14.27 x 4.35 m;2023;Croatia » In verkoophaven;304200;Bavaria;14.27;4.35;0
Dufour 500 Grand Large;https://www.boat24.com/en/sailingboats/dufour/dufour-500-grand-large/detail/534213/;;;15.10 x 4.80 m;2015;Spain » Valencia;300000;Dufour;15.1;4.8;8
24M, 6 Cabin Gulet;https://www.yachtall.com/en/boat/24m-6-cabin-gulet-s78128; Caterpillar, 280 hp (206 kW), diesel; Bavaria, used boat, GRP/polyester; 21.61 m x 3.90 m;2007;Turkey;300000;Bavaria;21.61;3.9;16
Bénéteau Sense 55;https://www.yachtall.com/en/boat/beneteau-sense-55-s203465; 4JH4 TE, 74 hp (54 kW); Bénéteau, used boat; 17.20 m x 4.97 m;2014;Montenegro;300000;Bénéteau;17.2;4.97;9
24M 5 Cabin Gulet;https://www.yachtall.com/en/boat/24m-5-cabin-gulet-s161465; 380 hp (279 kW), diesel; Bénéteau, used boat; 21.10 m x 5.90 m;1993;Turkey;300000;Bénéteau;21.1;5.9;30
Maple Leaf;https://www.yachtall.com/en/boat/maple-leaf-s206891; Perkins Sabre, 225 hp (165 kW), diesel; Maple Leaf, used boat, GRP/polyester; 18.29 m x 4.27 m;1983;USA, Florida, Palm Beach;300000;Maple Leaf;18.29;4.27;40
Kabuk Kapýsuyu/ÝSTANBUL Karadeni?z Çekti?rmesi?;https://www.yachtall.com/en/boat/kabuk-kapisuyu-istanbul-karadeniz-cektirmesi-s202819; Caterpillar 205 HP 3116TA, gasoline; Carter, used boat, GRP/polyester; 20 m x 6 m;1997;Turkey, Konyaalti;300000;Carter;20;6;26
Grand Soleil;https://www.yachtall.com/en/boat/grand-soleil-s212978; Volvo Penta, 75 hp (55 kW), diesel; Cantiere del Pardo, used boat, GRP/polyester; 15.24 m x 4.57 m;2006;USA, Florida, Fort Lauderdale;300000;Cantiere del Pardo;15.24;4.57;17
Italia Yachts 13.98;https://www.yachtall.com/en/boat/italia-yachts-13.98-s202164; 55 hp (40 kW), diesel; Yacht Service, used boat, GRP/polyester; 14.40 m x 4.30 m;2013;Italy, Salerno;300000;Yacht Service;14.4;4.3;10
Jeanneau;https://www.yachtall.com/en/boat/jeanneau-s207470; Yanmar, 110 hp (81 kW), diesel; Jeanneau, used boat, GRP/polyester; 16.46 m x 4.88 m;2008;USA, Florida, Fort Lauderdale;300000;Jeanneau;16.46;4.88;15
Dufour 360;https://www.yachtall.com/en/boat/dufour-360-s211976; Volvo Penta D1-30F, 29 hp (21 kW), diesel; Dufour, used boat, GRP/polyester; 10.72 m x 3.35 m;2021;USA, California, Marina del Rey;299900;Dufour;10.72;3.35;2
Sirena Azuree 41 - VERKAUFT;https://www.yachtall.com/en/boat/sirena-azuree-41-verkauft-s151195; Yanmar, 39 hp (29 kW), diesel; Sirena Marine, demonstration model, GRP/polyester; 12.50 m x 3.93 m;2018;Netherlands, Grevelingen;299500;Sirena Marine;12.5;3.93;5
Jeanneau Sun Odyssey 440;https://www.boat24.com/en/sailingboats/jeanneau/jeanneau-sun-odyssey-440/detail/551047/;1 x 57 HP / 42 kW;;12.98 x 4.29 m;2018;Turkey » MARMARIS;299000;Jeanneau;12.98;4.29;5
Custom Line 50;https://www.yachtall.com/en/boat/custom-line-50-s203939; Ford New Holland TS90, 2 x 79.9 hp (59 kW), diesel; British Hunter, used boat, GRP/polyester; 16.40 m x 3.80 m;2000;Netherlands, Lemmer;299000;British Hunter;16.4;3.8;23
Galleon Pirate SHIP;https://www.yachtall.com/en/boat/galleon-pirate-ship-s181817; Volvo Penta TAMD-122, 280 hp (206 kW), diesel; Custom built/Eigenbau, old-timer; 23.47 m x 6.10 m;1953;Spain, Barcelona;299000;Custom built/Eigenbau;23.47;6.1;70
Hallberg-Rassy 45;https://www.yachtall.com/en/boat/hallberg-rassy-45-s208943; Volvo Penta, 94 hp (69 kW), diesel; Hallberg-Rassy, used boat, GRP/polyester; 14.12 m x 4.32 m;1989;Spain, Contact De Valk Palma;299000;Hallberg-Rassy;14.12;4.32;34
Klipper Tweemast 34.97;https://www.yachtall.com/en/boat/klipper-tweemast-34.97-s197053; Scania, 270 hp (199 kW), diesel; Bavaria, used boat, GRP/polyester; 34.97 m x 6 m;1907;Netherlands;299000;Bavaria;34.97;6;116
Catalina 445;https://www.yachtall.com/en/boat/catalina-445-s208739; Yanmar 4JH5, 54 hp (40 kW), diesel; Catalina, used boat, GRP/polyester; 15.38 m x 4.67 m;2012;USA, Florida, Brandenton;299000;Catalina;15.38;4.67;11
Dufour 460 Grand Large;https://www.yachtall.com/en/boat/dufour-460-grand-large-s215491; Volvo Penta, 75 hp (55 kW), diesel; Dufour, used boat; 12.50 m x 3.60 m;2021;Croatia, Split;299000;Dufour;12.5;3.6;2
Jeanneau Sun Odyssey 490;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-490-s216756; Yanmar 4JH80, 80 hp (59 kW), diesel; Bavaria, used boat, GRP/polyester; 14.85 m x 4.49 m;2018;Italy, Sardinia;299000;Bavaria;14.85;4.49;5
Jeanneau Sun Odyssey 440;https://www.yachtall.com/en/boat/jeanneau-sun-odyssey-440-s215243; Yanmar, 57 hp (42 kW), diesel; Jeanneau, used boat; 12.98 m x 4.29 m;2018;Turkey, Marmaris;299000;Jeanneau;12.98;4.29;5
Hanse 548;https://www.boat24.com/en/sailingboats/hanse/hanse-548/detail/550157/;1 x 110 HP / 81 kW;;16.22 x 5.05 m;2018;Croatia » Sibenik;298800;Hanse;16.22;5.05;5
Vilm 41 DS;https://www.boat24.com/en/sailingboats/vilm-41-ds/detail/543342/;1 x 55 HP / 40 kW;;12.40 x 3.91 m;2012;Germany » Germany, Baltic Sea;298000;Vilm;12.4;3.91;11
Hanse 455;https://www.boat24.com/en/sailingboats/hanse/hanse-455/detail/529188/;1 x 75 HP / 55 kW;;13.95 x 4.38 m;2017;Spain » ALMERIA;298000;Hanse;13.95;4.38;6
Grand Soleil  39;https://www.boat24.com/en/sailingboats/grand-soleil/grand-soleil-39/detail/514911/;1 x 29 HP / 21 kW;;12.20 x 3.70 m;2016;Germany » Laboe;298000;Grand;12.2;3.7;7
Hanse 455;https://www.yachtall.com/en/boat/hanse-455-s201047; Volvo Penta D2 75, 75 hp (55 kW), diesel; Hanse, used boat, GRP/polyester; 13.95 m x 4.38 m;2017;Spain, Almeria;298000;Hanse;13.95;4.38;6
Bavaria Cruiser 51;https://www.boat24.com/en/sailingboats/bavaria/bavaria-cruiser-51/detail/458456/;1 x 75 HP / 55 kW;;15.57 x 4.67 m;2019;Germany » Breege;295000;Bavaria;15.57;4.67;4
24M, 8 Cabin Gulet;https://www.yachtall.com/en/boat/24m-8-cabin-gulet-s161466; Cummins, 380 hp (279 kW), diesel; Bavaria, used boat, GRP/polyester; 9.45 m x 3.29 m;1999;Turkey;295000;Bavaria;9.45;3.29;24
Gulet Caicco ECO 612;https://www.yachtall.com/en/boat/gulet-caicco-eco-612-s68291; Ford, 380 hp (279 kW), diesel; Hallberg-Rassy, used boat; 21 m x 6 m;2013;Turkey;295000;Hallberg-Rassy;21;6;10
Klipper Zeegaande Zeilklipper 32 M;https://www.yachtall.com/en/boat/klipper-zeegaande-zeilklipper-32-m-s201688; John Deere, 158 hp (116 kW), diesel; Jeanneau, used boat; 32 m x 4.87 m;1914;Netherlands;295000;Jeanneau;32;4.87;109
Bénéteau Sense 50;https://www.yachtall.com/en/boat/beneteau-sense-50-s208220; Yanmar, 75 hp (55 kW), diesel; Bénéteau, used boat, GRP/polyester; 15.24 m x 4.57 m;2011;USA, Florida, Fort Lauderdale;295000;Bénéteau;15.24;4.57;12
Norvegian Galeas;https://www.yachtall.com/en/boat/norvegian-galeas-s182084; 180 hp (132 kW); Brastad Brothers, used boat, wooden boat; 20.76 m x 4.87 m;1914;Norway;295000;Brastad Brothers;20.76;4.87;109
Klipper Tweemast 35.19;https://www.yachtall.com/en/boat/klipper-tweemast-35.19-s180646; Caterpillar, diesel; Bénéteau, used boat; 35.19 m x 5.49 m;1898;Netherlands, Charterhaven;295000;Bénéteau;35.19;5.49;125
Bavaria Cruiser 56;https://www.yachtall.com/en/boat/bavaria-cruiser-56-s202514; Yanmar 4JH4-HTE1, 100 hp (74 kW), diesel; Bavaria, used boat, GRP/polyester; 16.16 m x 4.76 m;2016;Greece, Corfu, Gouvia Marina;295000;Bavaria;16.16;4.76;7
Hanse This 445 Sailboat is an Owner’s Boat, Never;https://www.yachtall.com/en/boat/hanse-this-445-sailboat-is-an-owners-boat-never-s206323; Volvo Penta D2 75, 75 hp (55 kW), diesel; Jeanneau, used boat, GRP/polyester; 13.40 m x 4.38 m;2012;France, Montpellier;295000;Jeanneau;13.4;4.38;11
Bavaria Cruiser 51;https://www.yachtall.com/en/boat/bavaria-cruiser-51-s137777; Volvo Penta D2-75, 75 hp (55 kW); Bavaria, used boat, GRP/polyester; 15.57 m x 4.67 m;2019;Germany, Breege;295000;Bavaria;15.57;4.67;4
Open 50;https://www.yachtall.com/en/boat/open-50-s187349; Volvo Penta, 55 hp (40 kW), diesel; Open Sailing, used boat, GRP/polyester; 15.24 m x 4.80 m;2007;Portugal, Contact De Valk Portugal;295000;Open Sailing;15.24;4.8;16
Stephens Marine;https://www.yachtall.com/en/boat/stephens-marine-s177682; Volvo Penta D5A TA, 155 hp (114 kW), diesel; Colin Archer, used boat, steel boat; 22.87 m x 5.49 m;1970;France, Port-Saint-Louis-du-Rhône;295000;Colin Archer;22.87;5.49;53
Formosa Ketch;https://www.yachtall.com/en/boat/formosa-ketch-s217124; Perkins Sabre 6.3544, 174.3 hp (128 kW), diesel; Schooner, used boat, wooden boat; 17.37 m x 4.27 m;1974;USA, California, Marina del Rey;295000;Schooner;17.37;4.27;49
Océanis 48;https://www.yachtall.com/en/boat/oceanis-48-s201541; Yanmar, 75 hp (55 kW), diesel; Bénéteau, used boat; 14.27 m x 4.75 m;2015;Greece, Athens;295000;Bénéteau;14.27;4.75;8
Bénéteau Océanis 40.1;https://www.yachtall.com/en/boat/beneteau-oceanis-40.1-s146210; Yanmar 4JH45 CR, 45 hp (33 kW), diesel; Custom built/Eigenbau, used boat, wooden boat; 12.87 m x 4.18 m;2022;France, Arzon;295000;Custom built/Eigenbau;12.87;4.18;1
Bénéteau Océanis 48;https://www.yachtall.com/en/boat/beneteau-oceanis-48-s217283; Yanmar 4JH4TCE, 75 hp (55 kW), diesel; Norlin 37, used boat, GRP/polyester; 14.60 m x 4.74 m;2012;France, Antibes;295000;Norlin 37;14.6;4.74;11
Bavaria C45 Holiday;https://www.boat24.com/en/sailingboats/bavaria/bavaria-c45-holiday/detail/392574/;1 x 57 HP / 42 kW;;13.98 x 4.49 m;2019;Germany » Breege;294000;Bavaria;13.98;4.49;4
Bavaria C45 Holiday;https://www.yachtall.com/en/boat/bavaria-c45-holiday-s96224; Yanmar, 57 hp (42 kW), diesel; Bavaria, used boat, GRP/polyester; 13.98 m x 4.49 m;2019;Germany, Breege;294000;Bavaria;13.98;4.49;4
Bavaria C45 Holiday;https://www.boat24.com/en/sailingboats/bavaria-c45-holiday/detail/533293/;;;13.98 x 4.49 m;2019;Germany;293679;Bavaria;13.98;4.49;4
Bavaria C42;https://www.boat24.com/en/sailingboats/bavaria/bavaria-c42/detail/535406/;1 x 40 HP / 29 kW;;12.40 x 4.30 m;2023;Croatia » Contact De Valk Dalmatia;290000;Bavaria;12.4;4.3;0
Jeanneau 53;https://www.boat24.com/en/sailingboats/jeanneau/jeanneau-53/detail/524560/;1 x 100 HP / 74 kW;;15.73 x 4.77 m;2014;Turkey » Kas;290000;Jeanneau;15.73;4.77;9
HH / Hakes 42;https://www.boat24.com/en/sailingboats/hh-hakes-42/detail/517778/;;;12.60 x 4.30 m;2013;Spain » In verkoophaven;290000;HH;12.6;4.3;10
Bavaria C42;https://www.yachtall.com/en/boat/bavaria-c42-s205442; Yanmar, 40 hp (29 kW), diesel; Bavaria, used boat, GRP/polyester; 12.40 m x 4.30 m;2023;Croatia, Contact De Valk Dalmatia;290000;Bavaria;12.4;4.3;0
Bavaria Vision 46;https://www.yachtall.com/en/boat/bavaria-vision-46-s198778; Volvo Penta D2-75, diesel; Bavaria, used boat, GRP/polyester; 13.70 m x 4.19 m;2016;Portugal;290000;Bavaria;13.7;4.19;7
Jeanneau 53;https://www.yachtall.com/en/boat/jeanneau-53-s197313; Yanmar, 100 hp (74 kW), diesel; Jeanneau, used boat; 15.73 m x 4.77 m;2014;Turkey, Kas;290000;Jeanneau;15.73;4.77;9
Ijsselmeerkotter 15,50;https://www.yachtall.com/en/boat/ijsselmeerkotter-15,50-s195013; Scania Vabis, 152 hp (112 kW), diesel; Ijsselmeerkotter, old-timer, steel boat; 16 m x 4.02 m;1960;Netherlands, Amsterdam;290000;Ijsselmeerkotter;16;4.02;63
Sciarelli Schooner;https://www.yachtall.com/en/boat/sciarelli-schooner-s182092; Volvo Penta, 145 hp (107 kW), diesel; Sciarelli, used boat, steel boat; 20.15 m x 5.07 m;1984;Italy, Contact De Valk Hindeloopen;290000;Sciarelli;20.15;5.07;39
Breehorn 41;https://www.yachtall.com/en/boat/breehorn-41-s202827; Yanmar, 40 hp (29 kW), diesel; Breehorn, used boat, GRP/polyester; 12.40 m x 3.75 m;2010;Netherlands, in verkoophaven;290000;Breehorn;12.4;3.75;13
